AJI,39.6556,43.0257
AJJ,19.7280,-14.3772
AJK,34.1381,49.8473
AJL,23.8406,92.6197
AJN,-12.1310,44.4300
AJR,65.5903,19.2819
AJS,26.7272,-113.5590
AJU,-10.9839,-37.0729
AJY,16.9660,8.0001
AKA,32.7570,108.8734
AKB,52.2203,-174.2060
AKC,41.0374,-81.4678
AKD,20.6989,77.0569
AKE,-1.1397,13.9036
AKF,24.1787,23.3140
AKG,-3.5605,142.2173
AKH,24.0627,47.5805
AKI,60.9026,-161.2311
AKJ,43.6708,142.4470
AKK,56.9387,-154.1830
AKL,-37.0120,174.7863
AKM,10.8903,19.8172
AKN,58.6778,-156.6520
AKO,40.1756,-103.2220
AKP,68.1336,-151.7430
AKQ,-4.6116,105.2320
AKR,7.2467,5.3010
AKS,-8.7026,160.6820
AKT,34.5904,32.9879
AKU,41.2625,80.2917
AKV,60.8186,-78.1486
AKW,30.7444,49.6772
AKX,50.2481,57.2041
AKY,20.1332,92.8707
ALA,43.3543,77.0428
ALB,42.7483,-73.8017
ALC,38.2822,-0.5582
ALD,-11.6502,-69.2296
ALE,30.3842,-103.6840
ALF,69.9761,23.3717
ALG,36.6939,3.2145
ALH,-34.9433,117.8089
ALI,27.7409,-98.0269
ALJ,-28.5750,16.5333
ALM,32.8378,-105.9931
ALN,38.8903,-90.0460
ALO,42.5571,-92.4003
ALP,36.1813,37.2269
ALQ,-29.8116,-55.8947
ALR,-45.2105,169.3711
ALS,37.4349,-105.8670
ALT,-1.9170,-54.7231
ALU,11.9582,50.7480
ALV,42.5112,1.5336
ALW,46.0949,-118.2880
ALX,32.9147,-85.9630
ALZ,56.8973,-154.2497
AMA,35.2179,-101.7064
AMB,-13.1884,48.9880
AMC,11.0340,20.2740
AMD,23.0772,72.6347
AME,-15.6103,37.6814
AMF,-4.1011,141.6700
AMH,6.0394,37.5905
AMJ,-16.1656,-40.6840
AMK,37.2032,-107.8690
AML,8.2677,-82.8645
AMM,31.7226,35.9932
AMN,43.3221,-84.6880
AMO,14.1456,15.3144
AMP,-24.6997,44.7342
AMQ,-3.7103,128.0890
AMS,52.3086,4.7639
AMT,-26.0974,131.2027
AMU,-3.5860,141.2143
AMV,69.7637,61.5567
AMW,41.9920,-93.6218
AMX,-21.7383,135.2420
AMY,-17.6867,45.6239
AMZ,-37.0297,174.9730
ANA,-1.2716,34.9547
ANB,33.5882,-85.8581
ANC,61.1790,-149.9926
AND,34.4946,-82.7094
ANE,47.5603,-0.3122
ANF,-23.4453,-70.4452
ANG,45.7292,0.2215
ANI,61.5816,-159.5430
ANJ,-2.8467,13.8212
ANK,39.9498,32.6886
ANL,-11.4723,16.7109
ANM,-14.9994,50.3202
ANN,55.0377,-131.5726
ANO,-16.1819,39.9452
ANP,38.9429,-76.5684
ANQ,41.6397,-85.0835
ANR,51.1907,4.4632
ANS,-13.7064,-73.3504
ANT,47.1196,10.2405
ANU,17.1367,-61.7927
ANV,62.6467,-160.1910
ANW,42.5792,-99.9930
ANX,69.2952,16.1394
ANY,37.1585,-98.0796
ANZ,-25.0325,132.2748
AOB,-4.9042,144.6358
AOC,50.9819,12.5064
AOD,11.4773,19.2874
AOE,39.8116,30.5193
AOG,41.1053,122.8540
AOH,40.7069,-84.0267
AOI,43.6163,13.3623
AOJ,40.7338,140.6895
AOK,35.4214,27.1460
AOL,-29.6894,-57.1521
AOM,22.4919,57.3839
AOO,40.2964,-78.3200
AOP,-2.7961,-76.4666
AOQ,72.8870,-55.5963
AOR,6.1897,100.3980
AOS,57.4715,-153.8150
AOT,45.7386,7.3683
AOU,14.7931,107.0453
APA,39.5701,-104.8490
APB,-14.7356,-68.4119
APC,38.2132,-122.2810
APD,-4.4596,120.3104
APF,26.1526,-81.7753
APG,39.4662,-76.1688
APH,38.0686,-77.3193
API,4.0761,-73.5627
APJ,30.3979,81.1332
APK,-15.5736,-146.4150
APL,-15.1056,39.2818
APN,45.0781,-83.5603
APO,7.8120,-76.7164
APP,-8.9792,148.1036
APQ,-9.7766,-36.6290
APR,-4.6767,142.5401
APS,-16.3636,-48.9288
APT,35.0607,-85.5853
APU,-23.6091,-51.3843
APV,34.5753,-117.1860
APW,-13.8300,-172.0080
APX,-23.3526,-51.4920
APY,-9.0853,-45.9556
APZ,-38.9755,-70.1136
AQA,-21.8120,-48.1330
AQB,15.0122,-91.1506
AQG,30.5822,117.0500
AQI,28.3357,46.1271
AQJ,29.6116,35.0181
AQM,-9.8804,-63.0471
AQP,-16.3408,-71.5695
AQY,60.9688,-149.1198
ARA,30.0378,-91.8839
ARB,42.2230,-83.7456
ARC,68.1147,-145.5790
ARD,-8.1323,124.5970
ARE,18.4508,-66.6758
ARF,0.5333,-70.1333
ARG,36.1247,-90.9251
ARH,64.6003,40.7167
ARI,-18.3485,-70.3387
ARK,-3.3678,36.6333
ARL,11.5970,1.4830
ARM,-30.5281,151.6170
ARN,59.6485,17.9288
ARO,8.8551,-76.4227
ARP,-9.8833,149.4833
ARQ,7.0211,-71.3889
ARR,-45.0136,-70.8122
ARS,-15.8994,-52.2411
ART,43.9919,-76.0217
ARU,-21.1415,-50.4246
ARV,45.9279,-89.7309
ARW,46.1761,21.2643
ARX,-4.5689,-37.8051
ARY,-37.3100,142.9887
ARZ,-7.2593,12.8624
ASA,13.0718,42.6450
ASB,37.9868,58.3610
ASC,-15.9334,-63.1556
ASD,24.6979,-77.7956
ASE,39.2232,-106.8690
ASF,46.2828,48.0105
ASG,-43.9033,171.7970
ASH,42.7817,-71.5148
ASI,-7.9702,-14.3927
ASJ,28.4306,129.7130
ASK,6.9032,-5.3656
ASL,32.5205,-94.3078
ASM,15.2919,38.9107
ASN,33.5699,-86.0509
ASO,10.0185,34.5863
ASP,-23.8066,133.9034
ASQ,39.4677,-117.1976
ASR,38.7704,35.4954
ASS,-24.7405,31.5180
AST,46.1580,-123.8790
ASU,-25.2402,-57.5192
ASV,-2.6448,37.2529
ASW,23.9611,32.8204
ASX,46.5485,-90.9190
ASY,46.0239,-99.3526
ASZ,-6.0097,150.3686
ATA,-9.3474,-77.5984
ATB,17.7099,34.0572
ATC,24.6294,-75.6738
ATD,-8.8733,161.0110
ATE,34.1926,-95.6499
ATF,-1.2121,-78.5746
ATG,33.8691,72.4009
ATH,37.9364,23.9445
ATI,-30.4007,-56.5079
ATJ,-19.8392,47.0637
ATK,70.4670,-157.4360
ATL,33.6367,-84.4281
ATM,-3.2531,-52.2539
ATN,-3.6695,152.4380
ATO,39.2118,-82.2295
ATP,-3.1436,142.3468
ATQ,31.7096,74.7973
ATR,20.5058,-13.0437
ATS,32.8525,-104.4680
ATT,60.8667,-162.2730
ATU,52.8298,173.1738
ATV,13.2398,18.3159
ATW,44.2585,-88.5190
ATX,51.8523,68.3669
ATY,44.9140,-97.1547
ATZ,27.0460,31.0128
AUA,12.5011,-70.0143
AUC,7.0689,-70.7369
AUD,-18.5087,139.8821
AUE,28.8997,33.2021
AUF,47.8502,3.4971
AUG,44.3206,-69.7973
AUH,24.4410,54.6492
AUI,-1.4606,143.0647
AUJ,-4.2157,142.8232
AUK,62.6827,-164.7225
AUL,8.1453,171.1730
AUM,43.6650,-92.9334
AUN,38.9548,-121.0820
AUO,32.6151,-85.4340
AUP,-9.9277,149.3900
AUQ,-9.7688,-139.0110
AUR,44.8914,2.4219
AUS,30.1975,-97.6620
AUT,-8.2431,125.6064
AUU,-13.3540,141.7200
AUV,-5.7311,148.4453
AUW,44.9262,-89.6266
AUX,-7.2279,-48.2405
AUY,-20.2491,169.7708
AUZ,41.7719,-88.4757
AVA,26.2606,105.8733
AVB,46.0319,12.5965
AVG,-15.6906,130.0088
AVI,22.0271,-78.7896
AVK,46.2503,102.8020
AVL,35.4355,-82.5419
AVN,43.9073,4.9018
AVO,27.5912,-81.5278
AVP,41.3371,-75.7242
AVR,20.8146,77.7178
AVU,-9.8683,160.4106
AVV,-38.0403,144.4672
AVW,32.4091,-111.2162
AVX,33.4049,-118.4160
AWA,7.1006,38.3965
AWB,-8.0134,142.7521
AWD,-19.2346,169.6009
AWE,-0.5450,9.4440
AWK,19.2824,166.6366
AWM,35.1351,-90.2344
AWN,-26.4890,139.2599
AWP,-20.5000,137.7500
AWR,-4.1223,144.8533
AWZ,31.3364,48.7638
AXA,18.2048,-63.0538
AXB,44.3120,-75.9003
AXC,-22.9579,145.2495
AXD,40.8559,25.9563
AXE,-26.8751,-52.3729
AXF,38.7483,105.5842
AXG,43.0781,-94.2718
AXJ,32.4825,130.1590
AXK,14.5513,46.8262
AXL,-19.0602,136.7100
AXM,4.4528,-75.7664
AXN,45.8663,-95.3947
AXO,-8.2448,124.2191
AXP,22.4418,-73.9709
AXR,-15.2483,-146.6170
AXS,34.6980,-99.3385
AXT,39.6156,140.2190
AXU,14.1468,38.7728
AXV,40.4934,-84.2989
AXX,36.4220,-105.2900
AYA,8.3000,-75.1500
AYC,8.6021,-73.6129
AYD,-19.2908,136.0790
AYG,1.5442,-73.9333
AYI,-0.3833,-72.2667
AYJ,26.7477,82.1637
AYK,50.3186,66.9528
AYL,-18.0181,135.5351
AYM,24.4670,54.6103
AYN,36.1339,114.3440
AYO,-27.3784,-56.8568
AYP,-13.1548,-74.2044
AYQ,-25.1859,130.9770
AYR,-19.5958,147.3245
AYS,31.2491,-82.3955
AYT,36.8987,30.8005
AYU,-6.3381,145.9042
AYW,-1.1598,132.4641
AYX,-10.7291,-73.7665
AYY,6.8600,81.8239
AZA,33.3078,-111.6550
AZB,-10.2992,149.3383
AZD,31.9049,54.2765
AZG,19.0934,-102.3940
AZH,26.1533,83.1183
AZI,24.4271,54.4599
AZJ,32.2365,119.7187
AZL,-13.4655,-58.8669
AZN,40.7277,72.2940
AZO,42.2321,-85.5496
AZP,19.5742,-99.2912
AZR,27.8376,-0.1864
AZS,19.2693,-69.7374
AZT,6.7673,-73.2848
AZZ,-7.8622,13.1161
BAA,-5.3306,151.0080
BAB,39.1361,-121.4370
BAC,4.5833,-72.9667
BAD,32.5018,-93.6627
BAE,44.3872,6.6088
BAF,42.1578,-72.7156
BAG,16.3750,120.6199
BAH,26.2673,50.6376
BAI,9.1639,-83.3302
BAJ,-4.8833,149.1333
BAL,37.9290,41.1166
BAM,40.5990,-116.8740
BAN,-4.3158,20.4149
BAQ,10.8896,-74.7808
BAR,19.1410,110.4528
BAS,-6.9907,155.8867
BAT,-20.5846,-48.5941
BAV,40.5600,109.9970
BAX,53.3613,83.5397
BAY,47.6584,23.4644
BAZ,-0.9812,-62.9186
BBA,-45.9160,-71.6895
BBB,45.3319,-95.6506
BBC,28.9733,-95.8635
BBD,31.1789,-99.3247
BBG,3.0858,172.8110
BBH,54.3383,12.7105
BBI,20.2510,85.8147
BBJ,49.9453,6.5650
BBK,-17.8317,25.1662
BBL,-27.4056,141.8095
BBM,13.0956,103.2240
BBN,3.7346,115.4785
BBO,10.3850,44.9367
BBP,50.6781,-1.1094
BBQ,17.6212,-61.7983
BBR,16.0136,-61.7429
BBS,51.3239,-0.8475
BBT,4.2216,15.7864
BBU,44.5031,26.1029
BBV,4.6434,-6.9240
BBW,41.4365,-99.6422
BBX,40.1375,-75.2651
BBY,5.8470,20.6499
BBZ,-13.5360,23.1056
BCA,20.3653,-74.5062
BCB,37.2076,-80.4078
BCC,63.5733,-156.1495
BCD,10.7762,123.0189
BCE,37.7064,-112.1450
BCF,6.5170,18.2670
BCG,7.6402,-58.9618
BCH,-8.4865,126.4000
BCI,-23.5663,145.3021
BCJ,31.5815,104.4597
BCK,-17.3883,144.1690
BCL,10.7687,-83.5856
BCM,46.5219,26.9103
BCN,41.2971,2.0785
BCO,5.7497,36.5602
BCP,-5.8636,146.4925
BCQ,27.6530,14.2720
BCR,-8.8346,-67.3125
BCS,29.8661,-90.0216
BCT,26.3785,-80.1077
BCU,10.4828,9.7440
BCV,17.2696,-88.7765
BCW,-21.8533,35.4383
BCX,53.9384,58.3401
BCZ,-13.7808,136.2017
BDA,32.3638,-64.6782
BDB,-24.9050,152.3226
BDC,-5.5025,-45.2158
BDD,-10.1495,142.1737
BDE,48.7284,-94.6122
BDF,41.2309,-89.6157
BDG,37.5833,-109.4830
BDH,26.5323,54.8248
BDI,-3.7237,55.2061
BDJ,-3.4401,114.7612
BDK,8.0172,-2.7619
BDL,41.9386,-72.6880
BDM,40.3180,27.9777
BDN,24.8415,68.8384
BDO,-6.9006,107.5760
BDP,26.5708,88.0796
BDQ,22.3362,73.2263
BDR,41.1635,-73.1262
BDS,40.6576,17.9470
BDT,4.2527,20.9753
BDU,69.0558,18.5404
BDV,-7.0849,29.7371
BDW,-17.2867,127.4630
BDX,45.4705,-105.4571
BDY,43.0865,-124.4080
BDZ,-6.3472,146.9422
BEB,57.4811,-7.3628
BEC,37.6945,-97.2150
BED,42.4700,-71.2890
BEE,-17.0165,122.6464
BEF,11.9910,-83.7741
BEG,44.8184,20.3091
BEH,42.1286,-86.4285
BEI,9.3864,34.5219
BEJ,2.1478,117.4307
BEK,28.4221,79.4508
BEL,-1.3793,-48.4762
BEM,32.4019,-6.3159
BEN,32.0968,20.2695
BEO,-33.0660,151.6463
BEP,15.1628,76.8828
BEQ,52.3426,0.7729
BER,52.3617,13.5023
BES,48.4479,-4.4185
BET,60.7798,-161.8380
BEU,-24.3461,139.4600
BEV,31.2870,34.7230
BEW,-19.7964,34.9076
BEX,51.6144,-1.0960
BEY,33.8198,35.4874
BEZ,-1.3547,176.0070
BFA,-20.2308,-58.1705
BFC,-15.8736,145.3300
BFD,41.8031,-78.6401
BFE,51.9647,8.5444
BFF,41.8740,-103.5960
BFG,37.5478,-110.7129
BFH,-25.4051,-49.2320
BFI,47.5270,-122.2999
BFJ,27.2671,105.4721
BFK,39.7017,-104.7520
BFL,35.4336,-119.0570
BFM,30.6268,-88.0681
BFN,-29.0927,26.3024
BFO,-21.0081,31.5786
BFP,40.7725,-80.3914
BFQ,7.5874,-78.1799
BFR,38.8400,-86.4454
BFS,54.6575,-6.2158
BFT,32.4122,-80.6344
BFU,32.8477,117.3202
BFV,15.2295,103.2530
BFW,35.1718,-0.5933
BFX,5.5369,10.3546
BFY,33.1663,117.0583
BGA,7.1265,-73.1848
BGB,-0.1075,11.9438
BGC,41.8578,-6.7071
BGD,35.7009,-101.3940
BGE,30.9715,-84.6374
BGF,4.3985,18.5188
BGG,38.8601,40.5945
BGH,16.6333,-14.2000
BGI,13.0747,-59.4910
BGJ,65.5168,-13.8158
BGK,16.5194,-88.4079
BGL,28.2128,83.6663
BGM,42.2087,-75.9798
BGN,68.5562,146.2278
BGO,60.2934,5.2181
BGQ,61.5347,-149.8129
BGR,44.8064,-68.8267
BGS,58.3806,97.4723
BGT,34.5928,-113.1720
BGU,4.7850,22.7810
BGV,-29.1474,-51.5408
BGW,33.2625,44.2346
BGX,-31.3905,-54.1122
BGY,45.6694,9.7089
BHA,-0.6081,-80.4027
BHB,44.4500,-68.3615
BHC,33.9610,73.4520
BHD,54.6181,-5.8725
BHE,-41.5183,173.8700
BHF,6.6948,-77.4936
BHG,15.7631,-84.5436
BHH,19.9844,42.6209
BHI,-38.7250,-62.1693
BHJ,23.2878,69.6702
BHK,39.7753,64.4823
BHL,28.9786,-113.5610
BHM,33.5629,-86.7507
BHN,14.7817,45.7197
BHO,23.2875,77.3374
BHP,27.1474,87.0508
BHQ,-32.0014,141.4720
BHR,27.6781,84.4294
BHS,-33.4068,149.6512
BHT,-23.3658,141.5629
BHU,21.7522,72.1852
BHV,29.3481,71.7180
BHW,32.0561,72.9484
BHX,52.4539,-1.7480
BHY,21.5387,109.2937
BIA,42.5527,9.4837
BIB,3.1019,43.6271
BIC,47.3253,-3.2013
BID,41.1684,-71.5786
BIE,40.3013,-96.7541
BIF,31.8495,-106.3800
BIG,63.9945,-145.7220
BIH,37.3731,-118.3640
BII,11.5225,165.5651
BIJ,-5.5775,146.3340
BIK,-1.1900,136.1080
BIL,45.8089,-108.5412
BIM,25.6999,-79.2647
BIN,34.8089,67.8166
BIO,43.3011,-2.9106
BIP,-16.8808,143.4790
BIQ,43.4684,-1.5232
BIR,26.4815,87.2640
BIS,46.7727,-100.7469
BIT,29.4634,80.5490
BIU,65.6413,-23.5462
BIV,6.5278,21.9894
BIW,-19.5667,127.6670
BIX,30.4104,-88.9244
BIY,-32.8971,27.2791
BIZ,-5.2894,142.0140
BJA,36.7125,5.0699
BJB,37.4930,57.3082
BJC,39.9088,-105.1170
BJE,11.1994,28.5231
BJF,70.6003,29.6926
BJH,29.5390,81.1854
BJI,47.5094,-94.9337
BJJ,40.8748,-81.8883
BJK,-6.0661,134.2740
BJL,13.3380,-16.6522
BJM,-3.3240,29.3185
BJO,-22.7733,-64.3129
BJP,-22.9788,-46.5371
BJQ,19.8731,56.0678
BJR,11.6081,37.3216
BJT,6.4310,79.9960
BJU,29.5020,81.6690
BJV,37.2493,27.6640
BJW,-8.7078,121.0582
BJX,20.9927,-101.4803
BJY,44.9353,20.2575
BJZ,38.8913,-6.8213
BKA,61.6767,96.3550
BKB,28.0706,73.2072
BKC,65.9816,-161.1490
BKD,32.7190,-98.8910
BKE,44.8373,-117.8090
BKF,58.5548,-155.7770
BKG,36.5321,-93.2005
BKH,22.0228,-159.7850
BKI,5.9327,116.0493
BKJ,10.9658,-14.2811
BKK,13.6811,100.7470
BKL,41.5175,-81.6833
BKM,3.9740,115.6180
BKN,39.6811,54.2060
BKO,12.5335,-7.9499
BKP,-20.4958,138.4747
BKQ,-24.4317,145.4297
BKR,12.3855,17.0710
BKS,-3.8637,102.3390
BKT,37.0742,-77.9575
BKU,-23.7330,44.3890
BKV,41.6569,110.3125
BKW,37.7873,-81.1242
BKX,44.3048,-96.8169
BKY,-2.3090,28.8088
BKZ,-1.3320,31.8212
BLA,10.1111,-64.6922
BLB,8.9148,-79.5996
BLC,5.8953,10.0339
BLD,35.9472,-114.8588
BLE,60.4220,15.5152
BLF,37.2958,-81.2077
BLG,2.6521,113.7670
BLH,33.6192,-114.7170
BLI,48.7928,-122.5380
BLJ,35.7521,6.3086
BLK,53.7717,-3.0286
BLL,55.7403,9.1570
BLM,40.1869,-74.1249
BLN,-36.5519,146.0070
BLO,65.6450,-20.2875
BLP,-7.0606,-76.5822
BLQ,44.5354,11.2887
BLR,13.1979,77.7063
BLS,-28.0512,147.4818
BLT,-23.6031,148.8070
BLU,39.2750,-120.7100
BLV,38.5452,-89.8352
BLW,4.7670,45.2388
BLX,46.1665,12.2504
BLY,54.2228,-10.0308
BLZ,-15.6772,34.9723
BMA,59.3544,17.9417
BMB,2.1833,22.4796
BMC,41.5524,-112.0620
BMD,-19.6867,44.5419
BME,-17.9492,122.2283
BMF,5.6940,22.8010
BMG,39.1460,-86.6167
BMH,-6.3732,144.6370
BMI,40.4771,-88.9159
BMJ,7.3711,-60.4893
BMK,53.5964,6.7092
BML,44.5754,-71.1759
BMM,2.0756,11.4932
BMN,37.0988,43.2666
BMO,24.2704,97.2476
BMP,-20.8046,149.2799
BMQ,-3.9814,39.7311
BMR,53.7249,7.3733
BMS,-14.2554,-41.8175
BMT,30.0706,-94.2157
BMU,-8.5372,118.6850
BMV,12.6683,108.1200
BMW,21.3778,0.9270
BMX,59.3623,-155.2601
BMY,-19.7205,163.6611
BMZ,-7.8485,143.2433
BNA,36.1245,-86.6782
BNB,-0.2867,20.8836
BNC,0.5750,29.4739
BND,27.2183,56.3778
BNE,-27.3842,153.1170
BNF,57.0888,-134.8331
BNG,33.9225,-116.8507
BNH,42.3525,-71.0258
BNI,6.3170,5.5995
BNK,-28.8332,153.5615
BNL,33.2578,-81.3883
BNM,-9.1078,147.6667
BNN,65.4611,12.2175
BNO,43.5905,-118.9552
BNR,10.6889,-4.7277
BNS,8.6150,-70.2142
BNT,-5.7422,145.2275
BNU,-26.8317,-49.0936
BNV,-6.4266,146.8267
BNW,42.0496,-93.8476
BNX,44.9414,17.2975
BNY,-11.3022,159.7983
BOA,-5.8540,13.0640
BOB,-16.4444,-151.7510
BOC,9.3408,-82.2508
BOD,44.8287,-0.7154
BOE,-1.0310,15.3360
BOG,4.7016,-74.1469
BOH,50.7805,-1.8396
BOI,43.5644,-116.2230
BOJ,42.5699,27.5152
BOK,42.0746,-124.2900
BOM,19.0887,72.8679
BON,12.1310,-68.2685
BOO,67.2692,14.3653
BOP,5.9580,15.6370
BOR,20.3240,100.1654
BOS,42.3620,-71.0079
BOT,-7.2373,141.1063
BOU,47.0602,2.3696
BOV,-3.3834,153.2812
BOW,27.9434,-81.7834
BOX,-16.0753,136.3020
BOY,11.1601,-4.3310
BOZ,6.3442,16.3219
BPA,11.6743,125.4793
BPC,6.0392,10.1226
BPD,-7.7436,147.0206
BPE,39.6664,119.0614
BPF,-8.5620,158.1193
BPG,-15.8614,-52.3890
BPH,8.1951,126.3210
BPI,42.5851,-110.1110
BPK,-5.5264,141.7446
BPL,44.8955,82.3001
BPM,17.4531,78.4676
BPN,-1.2683,116.8945
BPS,-16.4384,-39.0806
BPT,29.9508,-94.0207
BPX,30.5536,97.1083
BPY,-16.7445,44.4825
BQA,15.7293,121.5000
BQB,-33.6872,115.4003
BQE,11.2974,-15.8381
BQG,52.3810,140.4494
BQH,51.3308,0.0325
BQI,-18.1185,21.6233
BQJ,67.6480,134.6950
BQK,31.2588,-81.4665
BQL,-22.9133,139.9000
BQN,18.4949,-67.1294
BQO,9.2556,-3.0333
BQQ,-11.0808,-43.1475
BQR,-1.5488,123.5541
BQS,50.4267,127.4155
BQT,52.1081,23.8968
BQU,12.9884,-61.2620
BQV,58.4552,-135.8850
BQW,-20.1483,127.9739
BRA,-12.0789,-45.0090
BRB,-2.7566,-42.8032
BRC,-41.1512,-71.1575
BRD,46.4029,-94.1297
BRE,53.0468,8.7893
BRG,2.6486,125.4233
BRH,-5.7410,145.3785
BRI,41.1389,16.7606
BRK,-30.0392,145.9520
BRL,40.7832,-91.1255
BRM,10.0427,-69.3586
BRN,46.9127,7.4988
BRO,25.9072,-97.4252
BRP,-7.6693,146.7594
BRQ,49.1513,16.6940
BRR,57.0228,-7.4431
BRS,51.3823,-2.7165
